TIME,GEO,UNIT,INDIC_NRG,Value,Flag and Footnotes
2007M10,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M11,Slovenija,Number,Heating degree days,400.69
2007M11,Slovenija,Number,Cooling degree days,0.00
2007M11,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,405.15
2007M11,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M11,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,393.93
2007M11,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M12,Slovenija,Number,Heating degree days,562.38
2007M12,Slovenija,Number,Cooling degree days,0.00
2007M12,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,572.64
2007M12,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M12,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,546.81
2007M12,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2008M01,Slovenija,Number,Heating degree days,480.41
2008M01,Slovenija,Number,Cooling degree days,0.00
2008M01,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,484.62
2008M01,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2008M01,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,474.02
2008M01,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2008M02,Slovenija,Number,Heating degree days,409.96
2008M02,Slovenija,Number,Cooling degree days,0.00
2008M02,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,405.43
2008M02,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2008M02,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,416.83
2008M02,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2008M03,Slovenija,Number,Heating degree days,384.70
2008M03,Slovenija,Number,Cooling degree days,0.00
2008M03,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,379.85
2008M03,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2008M03,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,392.06
2008M03,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2008M04,Slovenija,Number,Heating degree days,241.21
2008M04,Slovenija,Number,Cooling degree days,0.00
2008M04,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,232.76
2008M04,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2008M04,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,254.03
2008M04,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2008M05,Slovenija,Number,Heating degree days,82.60
2008M05,Slovenija,Number,Cooling degree days,0.33
2008M05,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,84.49
2008M05,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.29
2008M05,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,79.74
2008M05,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.39
2008M06,Slovenija,Number,Heating degree days,16.12
2008M06,Slovenija,Number,Cooling degree days,10.77
2008M06,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,13.67
2008M06,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,9.38
2008M06,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,19.85
2008M06,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,12.87
2008M07,Slovenija,Number,Heating degree days,1.23
2008M07,Slovenija,Number,Cooling degree days,5.46
2008M07,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,0.60
2008M07,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,4.39
2008M07,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,2.18
